,0,1
240,0,38.31235729584259
241,0,38.40225028793188
242,0,38.49214328002116
243,0,38.58203627211044
244,444000,38.67192926419973
245,0,38.76182225628902
246,124800,38.85171524837831
247,0,38.941608240467595
248,265900,39.03150123255688
249,363800,39.12139422464617
250,279000,39.21128721673546
251,247300,39.30118020882474
252,101800,39.39107320091403
253,0,39.48096619300331
254,249100,39.5708591850926
255,1103600,39.66075217718189
256,137300,39.75064516927117
257,103300,39.840538161360456
258,0,39.930431153449746
259,0,40.020324145539035
260,0,40.11021713762832
261,0,40.20011012971761
262,0,40.29000312180689
263,0,40.37989611389618
264,0,40.46978910598547
265,0,40.55968209807475
266,103200,40.649575090164035
267,0,40.739468082253325
268,0,40.829361074342614
269,0,40.919254066431904
270,0,41.00914705852119
271,0,41.09904005061047
272,0,41.18893304269976
273,0,41.27882603478905
274,0,41.36871902687833
275,0,41.458612018967614
276,0,41.5485050110569
277,0,41.63839800314619
278,0,41.72829099523548
279,0,41.818183987324765
280,0,41.90807697941405
281,0,41.99796997150334
282,0,42.08786296359263
283,0,42.17775595568191
284,0,42.26764894777119
285,0,42.35754193986048
