2001,5642242200
2002,5602923900
2003,5611577400
2004,5558033700
2005,5563264500
2006,5570415900
2007,5538250800
2008,5524111800
2009,5601828600
2010,5594152500
2011,5643116100
2012,5605208100
2013,5624647200
2014,5624991900
2015,5658791400
2016,5679515700
2017,5664321000
2018,5654844000
2019,5684153400
2020,5673679200
2021,5691686400
2022,5655110400
